policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v2,normal,normal,4,insufficient,5000,2757,0.5514,0.5375801625665735,0.5651409176734747,0.047515415306492566,0.04018458274225034,0.05610542984479966,0.9524845846935074,0.9438945701552003,0.9598154172577497,True,True,false_insufficient
v3_default,normal,normal,4,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,5,insufficient,5000,1848,0.3696,0.35632545389934517,0.3830747627679258,0.05411255411255411,0.04469185686675389,0.0653831486634205,0.9458874458874459,0.9346168513365795,0.9553081431332461,True,True,false_insufficient
v3_default,normal,normal,5,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,8,insufficient,5000,1140,0.228,0.21658249009118133,0.2398351397669298,0.06140350877192982,0.048886352107602615,0.07686661628803093,0.9385964912280702,0.9231333837119691,0.9511136478923974,True,True,false_insufficient
v3_default,normal,normal,8,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,10,insufficient,5000,964,0.1928,0.18210278445137268,0.2039688916236705,0.0487551867219917,0.03686093212194839,0.06423151223346601,0.9512448132780082,0.9357684877665339,0.9631390678780515,True,True,false_insufficient
v3_default,normal,normal,10,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,15,insufficient,5000,750,0.15,0.1403715144980469,0.1601658768634931,0.037333333333333336,0.025954161442393,0.05342785996342066,0.9626666666666667,0.9465721400365794,0.974045838557607,True,True,false_insufficient
v3_default,normal,normal,15,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,20,insufficient,5000,580,0.116,0.10741729036033222,0.12517230473347168,0.041379310344827586,0.02796214115691898,0.0608315853547424,0.9586206896551724,0.9391684146452576,0.972037858843081,True,True,false_insufficient
v3_default,normal,normal,20,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,30,insufficient,5000,514,0.1028,0.09468472980921208,0.1115251326159413,0.033073929961089495,0.020750590305207865,0.05232478474659339,0.9669260700389105,0.9476752152534066,0.979249409694792,True,True,false_insufficient
v3_default,normal,normal,30,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,40,insufficient,200,5,0.025,0.010724719651761264,0.05717834040664198,0.0,0.0,0.43448246478317476,1.0,0.5655175352168251,1.0,False,False,false_insufficient
v3_default,normal,normal,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,normal,normal,50,insufficient,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.0,0.0,0.6576197724933469,1.0,0.34238022750665303,1.0,False,False,false_insufficient
v3_default,normal,normal,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,normal,normal,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,normal,normal,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,normal,normal,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,normal,normal,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,normal,normal,750,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,normal,normal,2000,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,normal,normal,10000,acceptable,5000,44,0.0088,0.006562037439973316,0.011792152950850806,0.09090909090909091,0.03592219322731624,0.21159239166598612,0.9090909090909091,0.7884076083340138,0.9640778067726837,False,True,false_safe
v3_default,normal,normal,10000,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v2,student_t_df_10,student_t,5,insufficient,200,79,0.395,0.32984101013207967,0.46411650840714636,0.012658227848101266,0.0022379938550498787,0.06827571876965954,0.9873417721518988,0.9317242812303406,0.9977620061449501,False,False,false_insufficient
v3_default,student_t_df_10,student_t,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_10,student_t,8,insufficient,200,57,0.285,0.22695003004617292,0.3511534602960517,0.05263157894736842,0.01806029563366167,0.14369550397163527,0.9473684210526315,0.8563044960283646,0.9819397043663383,False,False,false_insufficient
v3_default,student_t_df_10,student_t,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_10,student_t,15,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0196078431372549,0.0034696926410608536,0.10304568726144975,0.9803921568627451,0.8969543127385502,0.9965303073589391,False,False,false_insufficient
v3_default,student_t_df_10,student_t,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_10,student_t,20,insufficient,200,44,0.22,0.16816538358833258,0.28238799918293667,0.045454545454545456,0.012555109949594967,0.15134998437629657,0.9545454545454546,0.8486500156237035,0.987444890050405,False,False,false_insufficient
v3_default,student_t_df_10,student_t,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,30,insufficient,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.0,0.0,0.6576197724933469,1.0,0.34238022750665303,1.0,False,False,false_insufficient
v2,student_t_df_10,student_t,40,insufficient,200,27,0.135,0.09446570454787906,0.18929138370752552,0.0,0.0,0.12455502974186705,1.0,0.8754449702581328,0.9999999999999998,False,False,false_insufficient
v3_default,student_t_df_10,student_t,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,student_t_df_10,student_t,40,acceptable,200,131,0.655,0.5867558925905368,0.7174020562325106,0.06870229007633588,0.0365625456507617,0.1254162627344092,0.9312977099236641,0.8745837372655908,0.9634374543492382,False,False,false_safe
v2,student_t_df_10,student_t,50,insufficient,200,25,0.125,0.08611974475712644,0.17801425002582347,0.0,1.3877787807814457e-17,0.13319225093904846,1.0,0.8668077490609515,0.9999999999999999,False,False,false_insufficient
v3_default,student_t_df_10,student_t,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_10,student_t,80,acceptable,200,126,0.63,0.5612262992405018,0.6938739159014088,0.09523809523809523,0.05532161543536931,0.15910495581212467,0.9047619047619048,0.8408950441878753,0.9446783845646307,False,False,false_safe
v3_default,student_t_df_10,student_t,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,student_t_df_10,student_t,80,acceptable,200,120,0.6,0.53083672039262,0.6653942143319266,0.1,0.058133592026010775,0.166681741108952,0.9,0.833318258891048,0.9418664079739892,False,False,false_safe
v2,student_t_df_10,student_t,100,insufficient,200,1,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,False,False,false_insufficient
v3_default,student_t_df_10,student_t,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_10,student_t,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_10,student_t,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,5,insufficient,200,88,0.44,0.37297819251185865,0.5092832466534134,0.022727272727272728,0.006254928263812166,0.07912545355267586,0.9772727272727273,0.9208745464473241,0.9937450717361879,False,False,false_insufficient
v3_default,student_t_df_3,student_t,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,8,insufficient,200,91,0.455,0.387482193098835,0.524213886275119,0.01098901098901099,0.0019424713318492125,0.05964935668650616,0.989010989010989,0.9403506433134939,0.9980575286681509,False,False,false_insufficient
v3_default,student_t_df_3,student_t,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,10,acceptable,200,111,0.555,0.4857330241280342,0.6221939899704665,0.07207207207207207,0.03697008426552741,0.13580252785944805,0.9279279279279279,0.8641974721405519,0.9630299157344726,False,False,false_safe
v2,student_t_df_3,student_t,10,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.02247191011235955,0.006184398702128599,0.07827634674822494,0.9775280898876404,0.921723653251775,0.9938156012978714,False,False,false_insufficient
v3_default,student_t_df_3,student_t,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,15,insufficient,200,96,0.48,0.411791663783233,0.5489621492718576,0.052083333333333336,0.02244960047424143,0.11618478031492638,0.9479166666666666,0.8838152196850738,0.9775503995257587,False,False,false_insufficient
v3_default,student_t_df_3,student_t,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,15,insufficient,200,7,0.035,0.017055542008567192,0.07047061152229073,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.6456695649333126,1.0,False,False,false_insufficient
v2,student_t_df_3,student_t,20,acceptable,200,92,0.46,0.39233051799971463,0.5291771081104667,0.06521739130434782,0.030230203323134093,0.13505796127305872,0.9347826086956522,0.8649420387269413,0.9697697966768659,False,False,false_safe
v2,student_t_df_3,student_t,20,insufficient,200,108,0.54,0.4708228918895333,0.6076694820002854,0.027777777777777776,0.009491339899289714,0.07850338875023635,0.9722222222222222,0.9214966112497636,0.9905086601007103,False,False,false_insufficient
v3_default,student_t_df_3,student_t,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,20,insufficient,200,20,0.1,0.06567044866909588,0.1494058124327174,0.0,0.0,0.16112515805281938,1.0,0.8388748419471806,1.0,False,False,false_insufficient
v2,student_t_df_3,student_t,30,insufficient,200,120,0.6,0.53083672039262,0.6653942143319266,0.016666666666666666,0.004582564565921141,0.0587359629721589,0.9833333333333333,0.941264037027841,0.9954174354340789,False,False,false_insufficient
v3_default,student_t_df_3,student_t,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,40,acceptable,200,58,0.29,0.23154025607067882,0.3563747810077731,0.08620689655172414,0.037385383126191135,0.18643629062873543,0.9137931034482759,0.8135637093712647,0.962614616873809,False,False,false_safe
v2,student_t_df_3,student_t,40,insufficient,200,110,0.55,0.48075615138475697,0.6173593159775166,0.05454545454545454,0.025235827051103485,0.11391786075998823,0.9454545454545454,0.8860821392400117,0.9747641729488964,False,False,false_insufficient
v3_default,student_t_df_3,student_t,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,40,insufficient,200,21,0.105,0.06970748792681017,0.1551803199112304,0.047619047619047616,0.008455987809826399,0.22669360074122563,0.9523809523809523,0.7733063992587743,0.9915440121901737,False,False,false_insufficient
v3_scenario_context,student_t_df_3,student_t,40,acceptable,200,44,0.22,0.16816538358833258,0.28238799918293667,0.06818181818181818,0.023459395907381622,0.18225044370221527,0.9318181818181818,0.8177495562977846,0.9765406040926183,False,False,false_safe
v2,student_t_df_3,student_t,50,insufficient,200,126,0.63,0.5612262992405018,0.6938739159014088,0.047619047619047616,0.02200448838795111,0.10000167947689512,0.9523809523809523,0.8999983205231048,0.9779955116120489,False,False,false_insufficient
v3_default,student_t_df_3,student_t,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,50,insufficient,200,18,0.09,0.05768744886219316,0.13776571876716542,0.05555555555555555,0.009875190978303097,0.25757300781872594,0.9444444444444444,0.7424269921812741,0.990124809021697,False,False,false_insufficient
v2,student_t_df_3,student_t,80,insufficient,200,65,0.325,0.2639157153923429,0.3926801488397004,0.03076923076923077,0.008478997236440126,0.10542705523577942,0.9692307692307692,0.8945729447642206,0.9915210027635599,False,False,false_insufficient
v3_default,student_t_df_3,student_t,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,80,insufficient,200,30,0.15,0.10713593562241995,0.20605579284166659,0.03333333333333333,0.005908590381612455,0.16670390991409173,0.9666666666666667,0.8332960900859082,0.9940914096183874,False,False,false_insufficient
v2,student_t_df_3,student_t,100,acceptable,200,15,0.075,0.04597491718438201,0.12004361023629456,0.06666666666666667,0.011866895493268553,0.2981652987378003,0.9333333333333333,0.7018347012621998,0.9881331045067315,False,False,false_safe
v2,student_t_df_3,student_t,100,insufficient,200,62,0.31,0.2499894483607809,0.37717177566258037,0.03225806451612903,0.008891371499816635,0.11020469594985441,0.967741935483871,0.8897953040501456,0.9911086285001833,False,False,false_insufficient
v3_default,student_t_df_3,student_t,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,student_t_df_3,student_t,100,acceptable,200,15,0.075,0.04597491718438201,0.12004361023629456,0.06666666666666667,0.011866895493268553,0.2981652987378003,0.9333333333333333,0.7018347012621998,0.9881331045067315,False,False,false_safe
v2,student_t_df_3,student_t,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,200,insufficient,200,37,0.185,0.13730192800616042,0.2445706276115175,0.05405405405405406,0.014950976833157673,0.17704654350813104,0.9459459459459459,0.822953456491869,0.9850490231668423,False,False,false_insufficient
v3_default,student_t_df_3,student_t,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,200,insufficient,200,36,0.18,0.13294625859420173,0.23911475028724882,0.05555555555555555,0.015369986664161853,0.18144657208647252,0.9444444444444444,0.8185534279135275,0.9846300133358382,False,False,false_insufficient
v2,student_t_df_3,student_t,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,500,insufficient,200,36,0.18,0.13294625859420173,0.23911475028724882,0.027777777777777776,0.004920407139810443,0.14169718653273855,0.9722222222222222,0.8583028134672614,0.9950795928601897,False,False,false_insufficient
v3_default,student_t_df_3,student_t,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,500,insufficient,200,36,0.18,0.13294625859420173,0.23911475028724882,0.027777777777777776,0.004920407139810443,0.14169718653273855,0.9722222222222222,0.8583028134672614,0.9950795928601897,False,False,false_insufficient
v3_scenario_context,student_t_df_3,student_t,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,student_t_df_3,student_t,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,student_t_df_3,student_t,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,student_t_df_3,student_t,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
